keyword,comment,nouns_adjs
이재명,하하하 대표님 귀엽잼,"['대표', '귀엽잼']"
이재명,이대표님 진짜 재간둥이심,"['이', '대표', '재간', '둥']"
이재명,원래는 포토라인 확인 하시는 장면이라던데 참 절묘하네요,"['포토', '라인', '확인', '장면']"
이재명,신발은 보통 신는건데 쟤는 신발을 타고 다니니까 신기하고 괴이해서 저리 쳐다볼만 하지 사진 한장에 빵터졌네,"['신발', '거', '신발', '만', '사진', '장']"
이재명,아 현웃터짐,['현웃터짐']
이재명,이재명대표님 다웁니다 똥후니발보는모습이 넘 귀여우십니다 이대표님 귀엽다해서 죄송합니당 존경합니다,"['이재명', '대표', '똥후니발', '모습', '대표', '존경']"
이재명,5cm 키높이 굽에 한 2cm 깔창에 양말안 1cm 깔창하고도 허리 쭉 핀 키가 저정도면 대표님 키보다 작을 수도,"['키', '높이', '굽', '깔', '창', '양말', '깔창', '허리', '키', '정도', '대표', '키', '작', '수']"
이재명,역시 우리 이쟁 ᄏᄏ ᄏᄏᄏ,"['이쟁', 'ᄏᄏ', 'ᄏᄏᄏ']"
이재명,키높이는 어떻게한다쳐도 짧은 팔길이는 어쩔,"['키', '높이', '짧', '팔', '길이']"
이재명,쑈하고 자빠졌네 어이구,['쑈']
이재명,어떻게든 이재명대표 보다 커보일라고 가슴에뽕 풉 어쩜저당은 하나같이 다 쓔,"['이재명', '대표', '크', '가슴', '뽕', '풉', '저당', '쓔']"
이재명,귀여우심,[]
이재명,구매하고 싶은데 혹시 운동화가 잘 찢어지지는 않겠죠,"['구매', '운동화']"
이재명,딱 배급금만큼 올랐네,"['배급', '금', '만큼']"
이재명,그냥 꼬라지 보기가 싫노,"['꼬라지', '싫']"
이재명,이런걸 올리냐 리복 감 없네,"['거', '리복', '감', '없']"
이재명,팔로워수에 비해 투명하게 저조한 좋아요 수가 이 계정이 더 웃김,"['팔로워', '수', '비', '투명', '저조', '좋', '수', '계정']"
이재명,좌파탈출은지능숭,"['좌파', '탈출', '지능', '숭']"
이재명,왜 이재명이하는건 다 연기같지 저것도 다 계획것같단말야 내가 이걸 신을테니 기사화시켜 한 것처럼,"['이재명', '거', '연기', '같', '계획', '것', '같', '말', '터', '기사', '것']"
이재명,리복 발 더워 아파,"['리복', '발', '아프']"
이재명,파랑이 빨강을 밟고 있네,"['파랑', '빨강']"
이재명,운동화는 샀는데 이재명스티커가 없다 그래도 이재명,"['운동화', '이재명', '스티커', '없', '이재명']"
이재명,하고 자빠졌네,[]
이재명,다들 개 빠르네,"['개', '빠르']"
이재명,우리나라 집값 미래,"['우리나라', '집값', '미래']"
이재명,나도 있었는데 갖다 버림,['있']
이재명,다 품절이네,['품절']
이재명,119 신고전화 김문숩니다 이건 어쩔건가요,"['신고', '전화', '김문수', '거']"
이재명,이재명의 어쩌라고요 도 해석해주세요,"['이재명', '어쩌라고', '해석']"
이재명,김문수 그사람 아닌가 119에 전화해서 도지사 김문숩니다 한사람 저사람은 절대 뽑으면 안된다 진짜로,"['김문수', '사람', '전화', '도지사', '김문수', '사람', '사람']"
이재명,전과17범이면 범죄자아님,"['전과', '범', '범죄자']"
이재명,17범이 어케 사회에 있는교,"['범', '어케', '사회']"
이재명,전과기록있는사람들이 저렇게 많이 나와도 되는건지,"['전과', '기록', '사람', '거']"
이재명,군대다녀온 사람이 한명도 없어,"['군대', '사람', '명', '없']"
이재명,인물이 없다 이번 선거는,"['인물', '없', '이번', '선거']"
이재명,군필자아님 나오지마,"['군', '필자']"
이재명,전과 17범은 대체 어떤 인생을 산거야,"['전과', '범', '인생', '거']"
이재명,군필자에 전과 없는 사람이 딱 둘이네,"['군', '필자', '전과', '없', '사람']"
이재명,징병 면제사유 궁금하네,"['징병', '면제', '사유', '궁금하']"
이재명,김문수는 관등성명 안하면 또,"['김문수', '관등', '성명']"
이재명,전과가 있고 군대를 안가야만 대통령후보자격이 되는건가,"['전과', '군대', '대통령', '후보', '자격', '거']"
이재명,이제 전과자들 소굴에서 살겟네,"['전과자', '소굴']"
이재명,범죄자들은 인간적으로 나오면 안된다 법안 바꿔야하는데 민주당에서는 절대 반대하것지,"['범죄자', '인간', '법안', '민주당', '반대']"
이재명,기호 8번 전과 17범 사기 범죄 졸라 많더라 뭔 대통령이야,"['기호', '번', '전과', '범', '사기', '범죄', '많', '대통령']"
이재명,극단적으로,['극단']
이재명,이재명은 계속 물에 있겠네,"['이재명', '물']"
이재명,어쩌라고 금지어,['금지']
이재명,이재명 5번 날라갔다 금칙어는 극단적,"['이재명', '번', '금', '칙어', '극단']"
이재명,진짜 극단적이네,['극단']
이재명,대뾰니다,['대뾰니']
이재명,볼붕아,"['볼', '붕']"
이재명,노래 개좆같네,"['노래', '개', '좆같']"
이재명,트리플 운지,"['트리플', '지']"
이재명,국민청원,"['국민', '청원']"
이재명,뒷배경엔 바다위 드럼통,"['뒷배경', '바다', '위', '드럼통']"
이재명,이앙물기 금지행동,"['물기', '금지', '행동']"
이재명,뭐래유 서울은 김문수 지지율이 더 앞서는디요,"['뭐래유', '서울', '김문수', '지지']"
이재명,여론조사 믿지 마셈 흔들리지 말고 직진합시다,"['여론', '조사', '셈', '직진']"
이재명,견제가 불가능한 거대입법 권력에 대통령힘까지 합쳐지면 완벽한 독재시나리오와 진짜 독재가시작된다 경험해보지못한 나라가될거다,"['견제', '가능', '거대', '입법', '권력', '대통령', '힘', '완벽', '독재', '시나리오', '진짜', '독재', '시작', '경험', '나라', '거']"
이재명,이재명이든 김문수든 누가되든 되니까 니들끼리 처싸워보세요,"['이재명', '김문수', '처']"
이재명,이해가안되,['이해']
이재명,이준석 단일화 하면 될꺼 같냐 이준석은 여성들 다 적으로 돌렸음 20대 남자 하나 지지 하고 있는데 되것냐,"['이준석', '단일', '꺼', '같', '이준석', '여성', '적', '대', '남자', '하나', '지지']"
이재명,선거조작하면 압도적이긴하지,"['선거', '조작', '압도']"
이재명,60 는 도대체 어디서 나오는 지지율이여,['지지율']
이재명,하네,[]
이재명,전라도 여론조사랍니다,"['전라도', '여론', '조사']"
이재명,댓글창에 내란견들 지랄났네 칠불사 매실청이나 쳐먹어,"['댓글', '창', '내란', '견', '지랄', '불사', '매실청']"
이재명,주인장 곧 가것소,['주인장']
이재명,두고보자 김문수가 되게 꼭 뽑을것이다,"['김문수', '것']"
이재명,위치선정 인자기급이네,"['위치', '선정', '인자', '기급']"
이재명,𐌅 ࠅ ヲ 𐨛 𐌅 ࠅ 𐨛 𐌅 ࠅ ヲ 𐨛 𐌅 ࠅ 𐨛 𐌅 ࠅ 𐨛 𐌅 ࠅ 𐨛 𐌅 ࠅ ヲ 𐨛 𐌅 ࠅ 𐨛 𐌅 아,[]
이재명,푸하,['푸하']
이재명,힙하네,['힙']
이재명,브랜딩,"['브', '랜딩']"
이재명,개웃기네,['개']
이재명,도지사 vs 드럼통갱,"['도지사', '드럼통', '갱']"
이재명,형보지수,"['형', '보', '지수']"
이재명,대한민국 이름만 들어도 가슴이 뜨거워 지는 그런 나라를 만들어 주세요 국민이 어느 나라를 가든 자부심을 갖게 해주세요 얼굴 떳떳하게 들고 다닐 수 있게,"['대한민국', '이름', '가슴', '나라', '국민', '나라', '자부심', '얼굴', '수', '있']"
이재명,통합을 외치시는분께서 왜 승리라는 단어를 사용하나요,"['통합', '분', '승리', '단어', '사용']"
이재명,이재명님에 대해서 전혀 몰랐을때는 주변에서 악담을 들은 영향도 컷고 무턱대고 싫어했던 사람입니다 코로나때 경기도에서 대처하는 모습보고 오잉 싫은데 관심은가는 그래서 경기도민도 아닌데 경기도국정감사를 다 지켜봤었습니다 공격당하는 질문들에 뭐라고 대답하는지 보려고 진짜 다봤습니다 근데 내가 점점 이해가 되고 설득이 되더군요 그뒤론 뭐 볼수록 괜찮은데 맘에 드는데 똑똑한데 그러다 성남시장에서 눈물터트리면서 진심으로 호소하던 모습에 저도 같이 엉엉울었습니다 그리고 계속 응원 그리고 테러당하셨을때 너무 놀라서 운전하다 차세우고 토할뻔했구요 매일매일이 간절히 응원하다 계엄령사건 그 이후론 뭐 말해뭐합니까 이런 리더가 있다는게 정말 천만다행이고 하느님 감사합니다고 너무나도 진한 전우애를 느낍니다 눈에 불을켜고 응원합니다 빨리 투표하고싶어 안달나 죽겠습니다 지금은 이재명 100 이재명 싫어했다가 지금은 너무나 존경하는 민주시민입니다 소중하다 이사람,"['이재명', '때', '주변', '악담', '영향', '크', '사람', '코로나', '때', '경기도', '대처', '모습', '오잉', '싫', '관심', '경기', '도민', '경기도', '국정', '감사', '공격', '질문', '대답', '이해', '설득', '뒤', '괜찮', '맘', '데', '성남시장', '눈물', '진심', '호소', '모습', '응원', '테러', '때', '운전', '뻔', '매일', '매일', '응원', '계엄령', '사건', '이후', '말', '리더', '것', '천만다행', '하느님', '감사', '진하', '우애', '눈', '불', '응원', '투표', '안달', '이재명', '이재명', '지금', '존경', '민주', '시민', '소중하', '사람']"
이재명,사법 쿠데타입니다 대법원 참을 수 없습니다,"['사법', '쿠데타', '법원', '수', '없']"
이재명,이제부터 진짜 대한민국 가슴이 뜨겁습니다,"['이제', '대한민국', '가슴']"
이재명,마지막으로 믿어본다 정치인이라는 거,"['마지막', '정치인', '거']"
이재명,법대로 했네,['법']
이재명,통합 경청 보수 비명 포함 계파 초월 국민 통합 좌파 우파가 없는 이재명 후보님 선대위 출범식 응원합니다 늘 겸손과 낮은 자세로 상대를 존중 하시는 후보님 ᆢ새로운 여정을 시작 하시는 이재명 후보님 응원 하고 지지합니다,"['통합', '경청', '보수', '비명', '포함', '계파', '초월', '국민', '통합', '좌파', '우파', '없', '이재명', '후보', '선대위', '출범식', '응원', '겸손', '낮', '자세', '상대', '존중', '후보', 'ᆢ', '여정', '시작', '이재명', '후보', '응원', '지지']"
이재명,서민을 위한 대통령이 되어주십시요,"['서민', '대통령']"
이재명,가즈아,['가즈아']
이재명,이재명 후보님 담달에는 대통령님이라고 불러드리고 싶어요 꼭 승리하실꺼예요 힘내세요,"['이재명', '후보', '담', '달', '대통령', '승리', '꺼']"
이재명,이번에는 기필코 당선되시어 두더지같이 솟구쳐나오는 내란세력들을 척결해주세요,"['이번', '당선', '두더지', '내란', '세력', '척결']"
이재명,진짜 너무 멋있었어요 소름 미쳤음 일은 이렇게하는거 아니냐는 대박,"['멋있', '소름', '거', '박']"
이재명,효능감 쩔,"['효능', '감']"
이재명,부산 부럽다,['부산']
이재명,누가 들어도 현실적이고 실현가능성있는 공약 입니다,"['현실', '실현', '가능', '있', '공약']"
이재명,근데 저는 개인적으로 정부청사 국회 대통령실은 모두 같은 도시에 있어야 한다고 생각합니다 나라를 위해 일한다는 거짓말 이란 책에도 나왔듯 정부 고위층은 보고땜에 세종시에 거의 없고 계속 서울출장중이고 정작 국민을 위한 일은 제대로 이루어 지질 않습니다 좋은 취지로 진행된 공공기관 지방이전도 같은 맥락에서 제가 몸담고 있는 공기업의 핵심부서 고위급은 매번 출장이고 그 분이 본사 출근하는 날엔 줄서서 보고하느라 난리도 아닙니다 이 부분도 꼭 검토해 주세요,"['개인', '정부', '청사', '국회', '대통령실', '같', '도시', '생각', '나라', '일', '거짓말', '책', '정부', '고위', '땜', '세종시', '없', '서울', '출장', '중', '국민', '일', '좋', '취지', '진행', '공공', '기관', '지방', '이전', '같', '맥락', '공기업', '핵심', '부서', '고위급', '출장', '분', '본사', '출근', '날', '줄', '난리', '부분', '검토']"
